Epoch	Train	Validation
epoch: 1, step: 3, time: 7.6, train: 65.168, valid: 81.565, train_acc: 0.015, valid_acc: 0.004
epoch: 2, step: 6, time: 1.6, train: 63.526, valid: 74.116, train_acc: 0.016, valid_acc: 0.006
epoch: 3, step: 9, time: 2.7, train: 60.047, valid: 64.432, train_acc: 0.019, valid_acc: 0.008
epoch: 4, step: 12, time: 1.7, train: 54.315, valid: 53.612, train_acc: 0.024, valid_acc: 0.014
epoch: 5, step: 15, time: 2.8, train: 45.420, valid: 42.675, train_acc: 0.034, valid_acc: 0.026
epoch: 6, step: 18, time: 1.9, train: 39.711, valid: 35.319, train_acc: 0.037, valid_acc: 0.032
epoch: 7, step: 21, time: 9.0, train: 32.299, valid: 29.768, train_acc: 0.048, valid_acc: 0.040
epoch: 8, step: 24, time: 1.5, train: 29.178, valid: 25.426, train_acc: 0.053, valid_acc: 0.041
epoch: 9, step: 26, time: 3.1, train: 26.345, valid: 23.692, train_acc: 0.059, valid_acc: 0.042
epoch: 10, step: 28, time: 1.2, train: 25.222, valid: 22.176, train_acc: 0.057, valid_acc: 0.056
epoch: 11, step: 31, time: 11.2, train: 24.670, valid: 20.647, train_acc: 0.061, valid_acc: 0.094
epoch: 12, step: 34, time: 1.7, train: 23.213, valid: 19.824, train_acc: 0.080, valid_acc: 0.111
epoch: 13, step: 37, time: 3.8, train: 22.819, valid: 19.118, train_acc: 0.078, valid_acc: 0.114
epoch: 14, step: 40, time: 1.6, train: 21.768, valid: 18.503, train_acc: 0.085, valid_acc: 0.127
epoch: 15, step: 42, time: 8.8, train: 20.475, valid: 18.321, train_acc: 0.095, valid_acc: 0.122
epoch: 16, step: 44, time: 1.3, train: 20.023, valid: 18.255, train_acc: 0.089, valid_acc: 0.119
epoch: 17, step: 46, time: 3.7, train: 19.535, valid: 18.402, train_acc: 0.093, valid_acc: 0.124
epoch: 18, step: 48, time: 1.0, train: 19.419, valid: 18.446, train_acc: 0.089, valid_acc: 0.121
epoch: 19, step: 51, time: 10.4, train: 19.701, valid: 18.343, train_acc: 0.088, valid_acc: 0.129
epoch: 20, step: 54, time: 1.7, train: 19.646, valid: 18.115, train_acc: 0.088, valid_acc: 0.136
epoch: 21, step: 57, time: 4.4, train: 19.068, valid: 17.952, train_acc: 0.097, valid_acc: 0.128
epoch: 22, step: 60, time: 1.8, train: 18.771, valid: 17.943, train_acc: 0.103, valid_acc: 0.129
epoch: 23, step: 63, time: 8.4, train: 19.313, valid: 17.902, train_acc: 0.096, valid_acc: 0.133
epoch: 24, step: 66, time: 1.6, train: 19.460, valid: 18.073, train_acc: 0.090, valid_acc: 0.128
epoch: 25, step: 68, time: 4.1, train: 18.501, valid: 18.145, train_acc: 0.105, valid_acc: 0.129
epoch: 26, step: 70, time: 0.9, train: 18.453, valid: 18.004, train_acc: 0.105, valid_acc: 0.134
epoch: 27, step: 74, time: 11.6, train: 18.877, valid: 17.374, train_acc: 0.096, valid_acc: 0.129
epoch: 28, step: 78, time: 1.8, train: 18.555, valid: 17.087, train_acc: 0.097, valid_acc: 0.138
epoch: 29, step: 81, time: 3.8, train: 18.319, valid: 17.547, train_acc: 0.098, valid_acc: 0.121
epoch: 30, step: 84, time: 1.6, train: 18.122, valid: 17.695, train_acc: 0.101, valid_acc: 0.121
epoch: 31, step: 87, time: 9.3, train: 18.254, valid: 17.628, train_acc: 0.103, valid_acc: 0.123
epoch: 32, step: 90, time: 1.6, train: 18.340, valid: 17.517, train_acc: 0.103, valid_acc: 0.127
epoch: 33, step: 93, time: 4.5, train: 17.903, valid: 17.587, train_acc: 0.101, valid_acc: 0.124
epoch: 34, step: 96, time: 1.8, train: 17.955, valid: 17.593, train_acc: 0.100, valid_acc: 0.123
epoch: 35, step: 99, time: 9.4, train: 17.953, valid: 17.434, train_acc: 0.105, valid_acc: 0.129
epoch: 36, step: 102, time: 1.4, train: 17.725, valid: 17.438, train_acc: 0.110, valid_acc: 0.129
epoch: 37, step: 105, time: 3.0, train: 17.636, valid: 17.498, train_acc: 0.116, valid_acc: 0.125
epoch: 38, step: 108, time: 1.3, train: 17.574, valid: 17.250, train_acc: 0.119, valid_acc: 0.124
epoch: 39, step: 111, time: 10.9, train: 17.497, valid: 17.141, train_acc: 0.117, valid_acc: 0.124
epoch: 40, step: 114, time: 1.5, train: 17.296, valid: 17.585, train_acc: 0.113, valid_acc: 0.106
epoch: 41, step: 117, time: 2.8, train: 17.592, valid: 18.129, train_acc: 0.112, valid_acc: 0.111
epoch: 42, step: 120, time: 1.5, train: 17.225, valid: 17.944, train_acc: 0.111, valid_acc: 0.124
epoch: 43, step: 122, time: 10.3, train: 16.925, valid: 17.897, train_acc: 0.128, valid_acc: 0.113
epoch: 44, step: 124, time: 1.5, train: 16.856, valid: 17.659, train_acc: 0.133, valid_acc: 0.121
epoch: 45, step: 127, time: 3.4, train: 16.920, valid: 16.935, train_acc: 0.126, valid_acc: 0.123
epoch: 46, step: 130, time: 1.7, train: 16.814, valid: 16.896, train_acc: 0.117, valid_acc: 0.122
epoch: 47, step: 133, time: 11.6, train: 16.920, valid: 17.475, train_acc: 0.122, valid_acc: 0.118
epoch: 48, step: 136, time: 1.5, train: 16.914, valid: 17.660, train_acc: 0.117, valid_acc: 0.120
epoch: 49, step: 139, time: 2.8, train: 17.428, valid: 16.822, train_acc: 0.113, valid_acc: 0.129
epoch: 50, step: 142, time: 1.7, train: 17.110, valid: 17.421, train_acc: 0.119, valid_acc: 0.123
epoch: 51, step: 145, time: 11.2, train: 16.851, valid: 17.606, train_acc: 0.118, valid_acc: 0.119
epoch: 52, step: 148, time: 1.4, train: 16.633, valid: 17.459, train_acc: 0.127, valid_acc: 0.121
epoch: 53, step: 150, time: 3.0, train: 16.331, valid: 16.983, train_acc: 0.131, valid_acc: 0.128
epoch: 54, step: 152, time: 1.1, train: 16.249, valid: 17.026, train_acc: 0.134, valid_acc: 0.126
epoch: 55, step: 154, time: 10.7, train: 16.070, valid: 17.452, train_acc: 0.143, valid_acc: 0.125
epoch: 56, step: 156, time: 1.0, train: 15.981, valid: 17.417, train_acc: 0.147, valid_acc: 0.129
epoch: 57, step: 159, time: 3.8, train: 15.807, valid: 17.214, train_acc: 0.135, valid_acc: 0.118
epoch: 58, step: 162, time: 1.4, train: 16.000, valid: 17.147, train_acc: 0.118, valid_acc: 0.136
epoch: 59, step: 164, time: 10.4, train: 15.557, valid: 17.162, train_acc: 0.134, valid_acc: 0.121
epoch: 60, step: 166, time: 1.1, train: 15.456, valid: 17.451, train_acc: 0.134, valid_acc: 0.126
epoch: 61, step: 168, time: 4.1, train: 15.503, valid: 16.924, train_acc: 0.138, valid_acc: 0.126
epoch: 62, step: 170, time: 1.1, train: 15.334, valid: 16.934, train_acc: 0.145, valid_acc: 0.128
epoch: 63, step: 172, time: 10.5, train: 16.108, valid: 16.835, train_acc: 0.137, valid_acc: 0.132
epoch: 64, step: 174, time: 1.1, train: 15.950, valid: 16.952, train_acc: 0.131, valid_acc: 0.133
epoch: 65, step: 176, time: 3.5, train: 16.017, valid: 16.933, train_acc: 0.128, valid_acc: 0.129
