epoch: 1, step: 3, time: 6.2, train: 51.403, valid: 54.161, train_acc: 0.055, valid_acc: 0.063
epoch: 2, step: 6, time: 1.3, train: 49.811, valid: 49.611, train_acc: 0.047, valid_acc: 0.065
epoch: 3, step: 10, time: 2.2, train: 46.295, valid: 42.171, train_acc: 0.052, valid_acc: 0.064
epoch: 4, step: 14, time: 1.9, train: 40.537, valid: 33.797, train_acc: 0.049, valid_acc: 0.063
epoch: 5, step: 16, time: 3.0, train: 35.598, valid: 30.072, train_acc: 0.046, valid_acc: 0.062
epoch: 6, step: 18, time: 1.0, train: 32.243, valid: 26.610, train_acc: 0.048, valid_acc: 0.067
epoch: 7, step: 21, time: 15.9, train: 27.426, valid: 23.271, train_acc: 0.050, valid_acc: 0.085
epoch: 8, step: 24, time: 1.4, train: 25.295, valid: 21.623, train_acc: 0.056, valid_acc: 0.122
epoch: 9, step: 27, time: 3.4, train: 24.468, valid: 20.636, train_acc: 0.071, valid_acc: 0.140
epoch: 10, step: 30, time: 1.8, train: 23.127, valid: 20.076, train_acc: 0.077, valid_acc: 0.143
epoch: 11, step: 33, time: 12.5, train: 22.129, valid: 19.428, train_acc: 0.080, valid_acc: 0.142
epoch: 12, step: 36, time: 1.6, train: 21.234, valid: 19.031, train_acc: 0.074, valid_acc: 0.136
epoch: 13, step: 39, time: 2.3, train: 20.833, valid: 18.557, train_acc: 0.075, valid_acc: 0.130
epoch: 14, step: 42, time: 1.6, train: 20.305, valid: 18.440, train_acc: 0.083, valid_acc: 0.120
epoch: 15, step: 45, time: 14.3, train: 19.937, valid: 18.043, train_acc: 0.080, valid_acc: 0.122
epoch: 16, step: 48, time: 1.4, train: 19.632, valid: 18.107, train_acc: 0.089, valid_acc: 0.124
epoch: 17, step: 51, time: 1.9, train: 19.748, valid: 17.899, train_acc: 0.093, valid_acc: 0.126
epoch: 18, step: 54, time: 2.4, train: 19.277, valid: 17.725, train_acc: 0.099, valid_acc: 0.129
epoch: 19, step: 57, time: 15.3, train: 19.067, valid: 17.835, train_acc: 0.091, valid_acc: 0.129
epoch: 20, step: 60, time: 1.7, train: 19.012, valid: 17.750, train_acc: 0.085, valid_acc: 0.127
epoch: 21, step: 63, time: 2.1, train: 18.901, valid: 17.957, train_acc: 0.093, valid_acc: 0.122
epoch: 22, step: 66, time: 2.0, train: 18.612, valid: 18.090, train_acc: 0.102, valid_acc: 0.126
epoch: 23, step: 69, time: 16.5, train: 18.833, valid: 18.027, train_acc: 0.095, valid_acc: 0.127
epoch: 24, step: 72, time: 1.5, train: 18.615, valid: 17.844, train_acc: 0.096, valid_acc: 0.126
epoch: 25, step: 75, time: 3.5, train: 18.513, valid: 18.088, train_acc: 0.096, valid_acc: 0.124
epoch: 26, step: 78, time: 1.6, train: 18.456, valid: 17.968, train_acc: 0.097, valid_acc: 0.123
epoch: 27, step: 81, time: 11.8, train: 18.340, valid: 18.082, train_acc: 0.107, valid_acc: 0.128
epoch: 28, step: 84, time: 2.0, train: 18.020, valid: 18.326, train_acc: 0.111, valid_acc: 0.125
epoch: 29, step: 88, time: 2.7, train: 18.363, valid: 18.791, train_acc: 0.105, valid_acc: 0.107
epoch: 30, step: 92, time: 1.9, train: 18.111, valid: 18.541, train_acc: 0.100, valid_acc: 0.100
epoch: 31, step: 95, time: 15.4, train: 18.387, valid: 18.105, train_acc: 0.094, valid_acc: 0.128
epoch: 32, step: 98, time: 1.7, train: 18.229, valid: 17.988, train_acc: 0.102, valid_acc: 0.128
epoch: 33, step: 102, time: 2.9, train: 18.201, valid: 18.008, train_acc: 0.097, valid_acc: 0.099
epoch: 34, step: 106, time: 2.1, train: 17.987, valid: 17.679, train_acc: 0.101, valid_acc: 0.110
epoch: 35, step: 109, time: 12.1, train: 17.750, valid: 17.706, train_acc: 0.107, valid_acc: 0.122
epoch: 36, step: 112, time: 1.4, train: 17.433, valid: 17.849, train_acc: 0.107, valid_acc: 0.122
epoch: 37, step: 115, time: 4.3, train: 17.661, valid: 18.281, train_acc: 0.108, valid_acc: 0.120
epoch: 38, step: 118, time: 1.4, train: 17.684, valid: 18.289, train_acc: 0.104, valid_acc: 0.123
epoch: 39, step: 121, time: 15.0, train: 17.643, valid: 18.175, train_acc: 0.104, valid_acc: 0.124
epoch: 40, step: 124, time: 1.6, train: 17.448, valid: 17.959, train_acc: 0.109, valid_acc: 0.124
epoch: 41, step: 127, time: 3.6, train: 17.451, valid: 17.795, train_acc: 0.118, valid_acc: 0.115
epoch: 42, step: 130, time: 1.6, train: 17.499, valid: 17.753, train_acc: 0.127, valid_acc: 0.115
epoch: 43, step: 133, time: 15.2, train: 17.305, valid: 18.032, train_acc: 0.126, valid_acc: 0.120
epoch: 44, step: 136, time: 1.6, train: 17.332, valid: 18.153, train_acc: 0.117, valid_acc: 0.127
epoch: 45, step: 139, time: 2.8, train: 16.945, valid: 17.885, train_acc: 0.125, valid_acc: 0.130
epoch: 46, step: 142, time: 2.0, train: 16.856, valid: 17.968, train_acc: 0.126, valid_acc: 0.125
epoch: 47, step: 145, time: 12.3, train: 16.955, valid: 18.373, train_acc: 0.121, valid_acc: 0.114
epoch: 48, step: 148, time: 2.5, train: 17.047, valid: 18.412, train_acc: 0.112, valid_acc: 0.114
epoch: 49, step: 151, time: 3.0, train: 17.241, valid: 17.916, train_acc: 0.115, valid_acc: 0.128
epoch: 50, step: 154, time: 1.5, train: 17.381, valid: 17.443, train_acc: 0.125, valid_acc: 0.133
epoch: 51, step: 157, time: 14.8, train: 17.126, valid: 18.296, train_acc: 0.127, valid_acc: 0.106
epoch: 52, step: 160, time: 1.4, train: 17.351, valid: 18.125, train_acc: 0.109, valid_acc: 0.126
epoch: 53, step: 163, time: 2.0, train: 16.841, valid: 18.428, train_acc: 0.123, valid_acc: 0.127
epoch: 54, step: 166, time: 1.7, train: 17.007, valid: 18.265, train_acc: 0.126, valid_acc: 0.125
epoch: 55, step: 169, time: 10.6, train: 16.397, valid: 18.590, train_acc: 0.126, valid_acc: 0.078
epoch: 56, step: 172, time: 1.7, train: 16.681, valid: 18.511, train_acc: 0.119, valid_acc: 0.078
epoch: 57, step: 175, time: 8.1, train: 16.597, valid: 18.040, train_acc: 0.126, valid_acc: 0.134
epoch: 58, step: 178, time: 1.3, train: 16.309, valid: 17.922, train_acc: 0.133, valid_acc: 0.132
epoch: 59, step: 181, time: 10.0, train: 16.791, valid: 18.154, train_acc: 0.132, valid_acc: 0.125
epoch: 60, step: 184, time: 1.7, train: 16.563, valid: 18.685, train_acc: 0.129, valid_acc: 0.118
epoch: 61, step: 186, time: 5.3, train: 16.753, valid: 18.339, train_acc: 0.114, valid_acc: 0.125
epoch: 62, step: 188, time: 1.4, train: 16.485, valid: 17.927, train_acc: 0.117, valid_acc: 0.141
epoch: 63, step: 191, time: 11.7, train: 16.521, valid: 17.587, train_acc: 0.124, valid_acc: 0.130
epoch: 64, step: 194, time: 1.7, train: 16.549, valid: 17.779, train_acc: 0.122, valid_acc: 0.133
epoch: 65, step: 197, time: 4.7, train: 16.642, valid: 18.593, train_acc: 0.127, valid_acc: 0.121
epoch: 66, step: 200, time: 1.6, train: 16.447, valid: 18.521, train_acc: 0.133, valid_acc: 0.134
epoch: 67, step: 203, time: 12.5, train: 16.464, valid: 18.086, train_acc: 0.132, valid_acc: 0.133
epoch: 68, step: 206, time: 1.4, train: 16.255, valid: 17.580, train_acc: 0.130, valid_acc: 0.137
epoch: 69, step: 209, time: 3.0, train: 16.193, valid: 17.204, train_acc: 0.130, valid_acc: 0.136
epoch: 70, step: 212, time: 1.7, train: 16.078, valid: 17.812, train_acc: 0.131, valid_acc: 0.132
epoch: 71, step: 214, time: 14.9, train: 15.937, valid: 18.087, train_acc: 0.136, valid_acc: 0.134
epoch: 72, step: 216, time: 1.0, train: 15.871, valid: 18.072, train_acc: 0.143, valid_acc: 0.134
epoch: 73, step: 219, time: 3.6, train: 15.432, valid: 17.061, train_acc: 0.141, valid_acc: 0.140
epoch: 74, step: 222, time: 1.4, train: 15.366, valid: 17.067, train_acc: 0.146, valid_acc: 0.144
epoch: 75, step: 225, time: 10.6, train: 15.575, valid: 17.511, train_acc: 0.143, valid_acc: 0.133
epoch: 76, step: 228, time: 1.6, train: 15.320, valid: 17.300, train_acc: 0.148, valid_acc: 0.135
epoch: 77, step: 232, time: 4.7, train: 16.045, valid: 17.259, train_acc: 0.133, valid_acc: 0.141
epoch: 78, step: 236, time: 2.0, train: 15.756, valid: 17.736, train_acc: 0.141, valid_acc: 0.122
epoch: 79, step: 239, time: 14.6, train: 17.334, valid: 17.280, train_acc: 0.111, valid_acc: 0.153
epoch: 80, step: 242, time: 1.5, train: 16.481, valid: 17.834, train_acc: 0.129, valid_acc: 0.138
epoch: 81, step: 245, time: 4.2, train: 15.544, valid: 17.659, train_acc: 0.151, valid_acc: 0.117
epoch: 82, step: 248, time: 1.6, train: 15.341, valid: 18.171, train_acc: 0.140, valid_acc: 0.102
epoch: 83, step: 251, time: 13.6, train: 16.150, valid: 17.209, train_acc: 0.124, valid_acc: 0.145
epoch: 84, step: 254, time: 1.7, train: 15.731, valid: 17.051, train_acc: 0.135, valid_acc: 0.139
epoch: 85, step: 257, time: 3.1, train: 15.375, valid: 17.651, train_acc: 0.145, valid_acc: 0.116
epoch: 86, step: 260, time: 1.5, train: 14.932, valid: 17.743, train_acc: 0.146, valid_acc: 0.134
epoch: 87, step: 263, time: 11.9, train: 15.058, valid: 17.832, train_acc: 0.160, valid_acc: 0.124
epoch: 88, step: 266, time: 1.3, train: 15.193, valid: 17.343, train_acc: 0.160, valid_acc: 0.130
epoch: 89, step: 269, time: 4.8, train: 15.864, valid: 17.721, train_acc: 0.135, valid_acc: 0.107
epoch: 90, step: 272, time: 1.7, train: 15.567, valid: 17.868, train_acc: 0.142, valid_acc: 0.126
epoch: 91, step: 275, time: 11.7, train: 15.518, valid: 17.049, train_acc: 0.154, valid_acc: 0.151
epoch: 92, step: 278, time: 1.7, train: 15.496, valid: 16.763, train_acc: 0.156, valid_acc: 0.141
epoch: 93, step: 281, time: 7.3, train: 14.956, valid: 17.197, train_acc: 0.159, valid_acc: 0.139
epoch: 94, step: 284, time: 1.2, train: 14.532, valid: 17.814, train_acc: 0.163, valid_acc: 0.132
epoch: 95, step: 286, time: 8.4, train: 14.793, valid: 17.472, train_acc: 0.157, valid_acc: 0.123
epoch: 96, step: 288, time: 1.1, train: 14.706, valid: 16.451, train_acc: 0.161, valid_acc: 0.152
epoch: 97, step: 290, time: 7.4, train: 14.485, valid: 16.157, train_acc: 0.162, valid_acc: 0.166
epoch: 98, step: 292, time: 1.3, train: 14.427, valid: 16.391, train_acc: 0.169, valid_acc: 0.160
epoch: 99, step: 295, time: 12.8, train: 14.488, valid: 17.195, train_acc: 0.162, valid_acc: 0.142
epoch: 100, step: 298, time: 1.5, train: 14.542, valid: 17.431, train_acc: 0.165, valid_acc: 0.132
epoch: 101, step: 301, time: 3.9, train: 14.336, valid: 17.521, train_acc: 0.171, valid_acc: 0.153
epoch: 102, step: 304, time: 1.4, train: 13.979, valid: 17.301, train_acc: 0.174, valid_acc: 0.154
epoch: 103, step: 307, time: 11.2, train: 14.147, valid: 16.290, train_acc: 0.176, valid_acc: 0.157
epoch: 104, step: 310, time: 1.5, train: 13.927, valid: 16.494, train_acc: 0.177, valid_acc: 0.156
epoch: 105, step: 313, time: 6.2, train: 14.100, valid: 17.570, train_acc: 0.162, valid_acc: 0.150
epoch: 106, step: 316, time: 1.4, train: 13.990, valid: 16.902, train_acc: 0.175, valid_acc: 0.163
epoch: 107, step: 318, time: 11.7, train: 13.501, valid: 16.795, train_acc: 0.185, valid_acc: 0.139
epoch: 108, step: 320, time: 2.3, train: 13.377, valid: 16.816, train_acc: 0.183, valid_acc: 0.162
epoch: 109, step: 323, time: 3.0, train: 14.192, valid: 16.962, train_acc: 0.171, valid_acc: 0.155
epoch: 110, step: 326, time: 1.8, train: 14.047, valid: 16.648, train_acc: 0.173, valid_acc: 0.170
epoch: 111, step: 329, time: 14.1, train: 13.889, valid: 17.249, train_acc: 0.185, valid_acc: 0.155
epoch: 112, step: 332, time: 2.4, train: 13.803, valid: 17.720, train_acc: 0.187, valid_acc: 0.161
epoch: 113, step: 336, time: 3.9, train: 14.249, valid: 16.775, train_acc: 0.172, valid_acc: 0.148
epoch: 114, step: 340, time: 2.1, train: 14.092, valid: 16.377, train_acc: 0.173, valid_acc: 0.170
epoch: 115, step: 342, time: 12.2, train: 13.982, valid: 16.693, train_acc: 0.178, valid_acc: 0.177
epoch: 116, step: 344, time: 1.1, train: 13.960, valid: 17.332, train_acc: 0.179, valid_acc: 0.147
epoch: 117, step: 347, time: 2.8, train: 14.243, valid: 16.831, train_acc: 0.171, valid_acc: 0.146
